name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,gtex_tissue,data_source,endedness,genetically_modified,nonzero_mean,output_type,histone_mark,transcription_factor
NTR:0000493 total RNA-seq,+,total RNA-seq,NTR:0000493,left ventricle myocardium inferior,tissue,adult,,encode,single,False,0.3049757480621338,RNA_SEQ,,
NTR:0000494 total RNA-seq,+,total RNA-seq,NTR:0000494,left ventricle myocardium superior,tissue,adult,,encode,single,False,0.3131106197834015,RNA_SEQ,,
NTR:0000856 polyA plus RNA-seq,+,polyA plus RNA-seq,NTR:0000856,mesendoderm,in_vitro_differentiated_cells,embryonic,,encode,paired,False,0.163086399435997,RNA_SEQ,,
NTR:0003013 polyA plus RNA-seq,+,polyA plus RNA-seq,NTR:0003013,placental basal plate,tissue,embryonic,,encode,paired,False,0.07087478041648865,RNA_SEQ,,
UBERON:0000016 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000016,endocrine pancreas,tissue,adult,,encode,paired,False,0.08397355675697327,RNA_SEQ,,
UBERON:0000019 total RNA-seq,+,total RNA-seq,UBERON:0000019,camera-type eye,tissue,embryonic,,encode,paired,False,0.0823257565498352,RNA_SEQ,,
UBERON:0000056 total RNA-seq,+,total RNA-seq,UBERON:0000056,ureter,tissue,adult,,encode,single,False,0.1433965563774109,RNA_SEQ,,
UBERON:0000081 total RNA-seq,+,total RNA-seq,UBERON:0000081,metanephros,tissue,embryonic,,encode,paired,False,0.06954433768987656,RNA_SEQ,,
UBERON:0000088 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000088,trophoblast,tissue,embryonic,,encode,paired,False,0.06895212084054947,RNA_SEQ,,
UBERON:0000305 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000305,amnion,tissue,embryonic,,encode,paired,False,0.05813951417803764,RNA_SEQ,,
UBERON:0000317 total RNA-seq,+,total RNA-seq,UBERON:0000317,colonic mucosa,tissue,adult,,encode,single,False,0.23028472065925598,RNA_SEQ,,
UBERON:0000473 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000473,testis,tissue,adult,,encode,paired,False,0.1770746260881424,RNA_SEQ,,
UBERON:0000473 total RNA-seq,+,total RNA-seq,UBERON:0000473,testis,tissue,adult,,encode,paired,False,0.05251283198595047,RNA_SEQ,,
UBERON:0000945 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000945,stomach,tissue,adult,,encode,paired,False,0.4686560034751892,RNA_SEQ,,
UBERON:0000945 total RNA-seq,+,total RNA-seq,UBERON:0000945,stomach,tissue,adult,,encode,paired,False,0.21596461534500122,RNA_SEQ,,
UBERON:0000947 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000947,aorta,tissue,adult,,encode,paired,False,0.3552292287349701,RNA_SEQ,,
UBERON:0000947 total RNA-seq,+,total RNA-seq,UBERON:0000947,aorta,tissue,adult,,encode,single,False,0.10199231654405594,RNA_SEQ,,
UBERON:0000948 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000948,heart,tissue,adult,,encode,paired,False,0.3406100273132324,RNA_SEQ,,
UBERON:0000948 total RNA-seq,+,total RNA-seq,UBERON:0000948,heart,tissue,adult,,encode,paired,False,0.08766400068998337,RNA_SEQ,,
UBERON:0000955 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000955,brain,tissue,adult,,encode,paired,False,0.6184623837471008,RNA_SEQ,,
UBERON:0000992 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0000992,ovary,tissue,adult,,encode,paired,False,0.12122903764247894,RNA_SEQ,,
UBERON:0000992 total RNA-seq,+,total RNA-seq,UBERON:0000992,ovary,tissue,adult,,encode,paired,False,0.11545416712760925,RNA_SEQ,,
UBERON:0000995 total RNA-seq,+,total RNA-seq,UBERON:0000995,uterus,tissue,adult,,encode,paired,False,0.36165136098861694,RNA_SEQ,,
UBERON:0000996 total RNA-seq,+,total RNA-seq,UBERON:0000996,vagina,tissue,adult,,encode,paired,False,0.23906712234020233,RNA_SEQ,,
UBERON:0001013 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0001013,adipose tissue,tissue,adult,,encode,paired,False,0.16599632799625397,RNA_SEQ,,
UBERON:0001043 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0001043,esophagus,tissue,adult,,encode,paired,False,0.09775491803884506,RNA_SEQ,,
UBERON:0001072 total RNA-seq,+,total RNA-seq,UBERON:0001072,posterior vena cava,tissue,adult,,encode,single,False,0.12246505171060562,RNA_SEQ,,
UBERON:0001114 total RNA-seq,+,total RNA-seq,UBERON:0001114,right lobe of liver,tissue,adult,,encode,paired,False,0.1526584029197693,RNA_SEQ,,
UBERON:0001115 total RNA-seq,+,total RNA-seq,UBERON:0001115,left lobe of liver,tissue,adult,,encode,single,False,0.2238539606332779,RNA_SEQ,,
UBERON:0001134 total RNA-seq,+,total RNA-seq,UBERON:0001134,skeletal muscle tissue,tissue,embryonic,,encode,paired,False,0.10401706397533417,RNA_SEQ,,
UBERON:0001150 total RNA-seq,+,total RNA-seq,UBERON:0001150,body of pancreas,tissue,adult,,encode,paired,False,0.14467252790927887,RNA_SEQ,,
UBERON:0001157 total RNA-seq,+,total RNA-seq,UBERON:0001157,transverse colon,tissue,adult,,encode,paired,False,0.09727869927883148,RNA_SEQ,,
UBERON:0001159 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0001159,sigmoid colon,tissue,adult,,encode,paired,False,0.3216996192932129,RNA_SEQ,,
UBERON:0001159 total RNA-seq,+,total RNA-seq,UBERON:0001159,sigmoid colon,tissue,adult,,encode,paired,False,0.09938795119524002,RNA_SEQ,,
UBERON:0001211 total RNA-seq,+,total RNA-seq,UBERON:0001211,Peyer's patch,tissue,adult,,encode,paired,False,0.10744151473045349,RNA_SEQ,,
UBERON:0001255 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0001255,urinary bladder,tissue,child,,encode,paired,False,0.2732574939727783,RNA_SEQ,,
UBERON:0001255 total RNA-seq,+,total RNA-seq,UBERON:0001255,urinary bladder,tissue,embryonic,,encode,paired,False,0.06832712143659592,RNA_SEQ,,
UBERON:0001264 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0001264,pancreas,tissue,adult,,encode,paired,False,0.1047201007604599,RNA_SEQ,,
UBERON:0001264 total RNA-seq,+,total RNA-seq,UBERON:0001264,pancreas,tissue,adult,,encode,single,False,0.10486374795436859,RNA_SEQ,,
UBERON:0001322 total RNA-seq,+,total RNA-seq,UBERON:0001322,sciatic nerve,tissue,adult,,encode,single,False,0.12967179715633392,RNA_SEQ,,
UBERON:0001323 total RNA-seq,+,total RNA-seq,UBERON:0001323,tibial nerve,tissue,adult,,encode,paired,False,0.1041068583726883,RNA_SEQ,,
UBERON:0001383 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0001383,muscle of leg,tissue,embryonic,,encode,paired,False,0.09429461508989334,RNA_SEQ,,
UBERON:0001496 total RNA-seq,+,total RNA-seq,UBERON:0001496,ascending aorta,tissue,adult,,encode,paired,False,0.8633086085319519,RNA_SEQ,,
UBERON:0001515 total RNA-seq,+,total RNA-seq,UBERON:0001515,thoracic aorta,tissue,adult,,encode,paired,False,0.10150252282619476,RNA_SEQ,,
UBERON:0001723 total RNA-seq,+,total RNA-seq,UBERON:0001723,tongue,tissue,embryonic,,encode,paired,False,0.13978645205497742,RNA_SEQ,,
UBERON:0001870 total RNA-seq,+,total RNA-seq,UBERON:0001870,frontal cortex,tissue,embryonic,,encode,paired,False,0.08561448007822037,RNA_SEQ,,
UBERON:0001871 total RNA-seq,+,total RNA-seq,UBERON:0001871,temporal lobe,tissue,embryonic,,encode,paired,False,0.09795684367418289,RNA_SEQ,,
UBERON:0001872 total RNA-seq,+,total RNA-seq,UBERON:0001872,parietal lobe,tissue,embryonic,,encode,paired,False,0.06359224021434784,RNA_SEQ,,
UBERON:0001894 total RNA-seq,+,total RNA-seq,UBERON:0001894,diencephalon,tissue,embryonic,,encode,paired,False,0.07281812280416489,RNA_SEQ,,
UBERON:0001987 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0001987,placenta,tissue,embryonic,,encode,paired,False,0.1648215502500534,RNA_SEQ,,
UBERON:0001987 total RNA-seq,+,total RNA-seq,UBERON:0001987,placenta,tissue,embryonic,,encode,single,False,0.0722145363688469,RNA_SEQ,,
UBERON:0002021 total RNA-seq,+,total RNA-seq,UBERON:0002021,occipital lobe,tissue,embryonic,,encode,paired,False,0.07937046885490417,RNA_SEQ,,
UBERON:0002037 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0002037,cerebellum,tissue,embryonic,,encode,paired,False,0.09561976045370102,RNA_SEQ,,
UBERON:0002037 total RNA-seq,+,total RNA-seq,UBERON:0002037,cerebellum,tissue,embryonic,,encode,paired,False,0.04635050147771835,RNA_SEQ,,
UBERON:0002046 total RNA-seq,+,total RNA-seq,UBERON:0002046,thyroid gland,tissue,adult,,encode,paired,False,0.07622677832841873,RNA_SEQ,,
UBERON:0002048 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0002048,lung,tissue,adult,,encode,paired,False,0.11917171627283096,RNA_SEQ,,
UBERON:0002048 total RNA-seq,+,total RNA-seq,UBERON:0002048,lung,tissue,embryonic,,encode,paired,False,0.08134463429450989,RNA_SEQ,,
UBERON:0002078 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0002078,right cardiac atrium,tissue,adult,,encode,paired,False,0.10576710104942322,RNA_SEQ,,
UBERON:0002078 total RNA-seq,+,total RNA-seq,UBERON:0002078,right cardiac atrium,tissue,adult,,encode,single,False,0.12184100598096848,RNA_SEQ,,
UBERON:0002079 total RNA-seq,+,total RNA-seq,UBERON:0002079,left cardiac atrium,tissue,adult,,encode,single,False,0.15789535641670227,RNA_SEQ,,
UBERON:0002080 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0002080,heart right ventricle,tissue,adult,,encode,paired,False,0.17129531502723694,RNA_SEQ,,
UBERON:0002080 total RNA-seq,+,total RNA-seq,UBERON:0002080,heart right ventricle,tissue,adult,,encode,single,False,0.1052015945315361,RNA_SEQ,,
UBERON:0002084 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0002084,heart left ventricle,tissue,adult,,encode,paired,False,0.13251028954982758,RNA_SEQ,,
UBERON:0002084 total RNA-seq,+,total RNA-seq,UBERON:0002084,heart left ventricle,tissue,adult,,encode,paired,False,0.2699129581451416,RNA_SEQ,,
UBERON:0002097 total RNA-seq,+,total RNA-seq,UBERON:0002097,skin of body,tissue,embryonic,,encode,paired,False,0.07668855786323547,RNA_SEQ,,
UBERON:0002099 total RNA-seq,+,total RNA-seq,UBERON:0002099,cardiac septum,tissue,adult,,encode,single,False,0.200953409075737,RNA_SEQ,,
UBERON:0002106 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0002106,spleen,tissue,adult,,encode,paired,False,0.12643910944461823,RNA_SEQ,,
UBERON:0002106 total RNA-seq,+,total RNA-seq,UBERON:0002106,spleen,tissue,adult,,encode,paired,False,0.08943069726228714,RNA_SEQ,,
UBERON:0002107 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0002107,liver,tissue,child,,encode,paired,False,0.37201911211013794,RNA_SEQ,,
UBERON:0002107 total RNA-seq,+,total RNA-seq,UBERON:0002107,liver,tissue,embryonic,,encode,paired,False,0.1001405194401741,RNA_SEQ,,
UBERON:0002108 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0002108,small intestine,tissue,adult,,encode,paired,False,0.5083299279212952,RNA_SEQ,,
UBERON:0002113 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0002113,kidney,tissue,adult,,encode,paired,False,0.5964622497558594,RNA_SEQ,,
UBERON:0002113 total RNA-seq,+,total RNA-seq,UBERON:0002113,kidney,tissue,adult,,encode,single,False,0.13756509125232697,RNA_SEQ,,
UBERON:0002168 total RNA-seq,+,total RNA-seq,UBERON:0002168,left lung,tissue,adult,,encode,single,False,0.15085317194461823,RNA_SEQ,,
UBERON:0002170 total RNA-seq,+,total RNA-seq,UBERON:0002170,upper lobe of right lung,tissue,adult,,encode,single,False,0.18277625739574432,RNA_SEQ,,
UBERON:0002171 total RNA-seq,+,total RNA-seq,UBERON:0002171,lower lobe of right lung,tissue,adult,,encode,single,False,0.16713519394397736,RNA_SEQ,,
UBERON:0002190 total RNA-seq,+,total RNA-seq,UBERON:0002190,subcutaneous adipose tissue,tissue,adult,,encode,paired,False,0.09430896490812302,RNA_SEQ,,
UBERON:0002240 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0002240,spinal cord,tissue,embryonic,,encode,paired,False,0.08339249342679977,RNA_SEQ,,
UBERON:0002240 total RNA-seq,+,total RNA-seq,UBERON:0002240,spinal cord,tissue,embryonic,,encode,paired,False,0.06603524088859558,RNA_SEQ,,
UBERON:0002331 total RNA-seq,+,total RNA-seq,UBERON:0002331,umbilical cord,tissue,embryonic,,encode,paired,False,0.04299703985452652,RNA_SEQ,,
UBERON:0002367 total RNA-seq,+,total RNA-seq,UBERON:0002367,prostate gland,tissue,adult,,encode,paired,False,0.13585683703422546,RNA_SEQ,,
UBERON:0002369 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0002369,adrenal gland,tissue,adult,,encode,paired,False,0.10644026100635529,RNA_SEQ,,
UBERON:0002369 total RNA-seq,+,total RNA-seq,UBERON:0002369,adrenal gland,tissue,adult,,encode,paired,False,0.09952406585216522,RNA_SEQ,,
UBERON:0002370 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0002370,thymus,tissue,embryonic,,encode,paired,False,0.13122648000717163,RNA_SEQ,,
UBERON:0002469 total RNA-seq,+,total RNA-seq,UBERON:0002469,esophagus mucosa,tissue,adult,,encode,single,False,0.2322499006986618,RNA_SEQ,,
UBERON:0003124 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0003124,chorion,tissue,embryonic,,encode,paired,False,0.08912248909473419,RNA_SEQ,,
UBERON:0004264 total RNA-seq,+,total RNA-seq,UBERON:0004264,lower leg skin,tissue,adult,,encode,paired,False,0.12619370222091675,RNA_SEQ,,
UBERON:0004550 total RNA-seq,+,total RNA-seq,UBERON:0004550,gastroesophageal sphincter,tissue,adult,,encode,paired,False,0.09521754086017609,RNA_SEQ,,
UBERON:0004648 total RNA-seq,+,total RNA-seq,UBERON:0004648,esophagus muscularis mucosa,tissue,adult,,encode,paired,False,0.1068030372262001,RNA_SEQ,,
UBERON:0004992 total RNA-seq,+,total RNA-seq,UBERON:0004992,mucosa of descending colon,tissue,adult,,encode,single,False,0.10411433130502701,RNA_SEQ,,
UBERON:0005033 total RNA-seq,+,total RNA-seq,UBERON:0005033,mucosa of gallbladder,tissue,child,,encode,single,False,0.1606866717338562,RNA_SEQ,,
UBERON:0006631 total RNA-seq,+,total RNA-seq,UBERON:0006631,right atrium auricular region,tissue,adult,,encode,paired,False,0.196689173579216,RNA_SEQ,,
UBERON:0006920 total RNA-seq,+,total RNA-seq,UBERON:0006920,esophagus squamous epithelium,tissue,adult,,encode,paired,False,0.09920122474431992,RNA_SEQ,,
UBERON:0007106 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0007106,chorionic villus,tissue,embryonic,,encode,paired,False,0.06965987384319305,RNA_SEQ,,
UBERON:0008367 total RNA-seq,+,total RNA-seq,UBERON:0008367,breast epithelium,tissue,adult,,encode,paired,False,0.07852068543434143,RNA_SEQ,,
UBERON:0008450 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:0008450,psoas muscle,tissue,adult,,encode,paired,False,0.14193594455718994,RNA_SEQ,,
UBERON:0008450 total RNA-seq,+,total RNA-seq,UBERON:0008450,psoas muscle,tissue,adult,,encode,single,False,0.19859784841537476,RNA_SEQ,,
UBERON:0008952 total RNA-seq,+,total RNA-seq,UBERON:0008952,upper lobe of left lung,tissue,adult,,encode,paired,False,0.0914291962981224,RNA_SEQ,,
UBERON:0008953 total RNA-seq,+,total RNA-seq,UBERON:0008953,lower lobe of left lung,tissue,adult,,encode,single,False,0.10869968682527542,RNA_SEQ,,
UBERON:0008971 total RNA-seq,+,total RNA-seq,UBERON:0008971,left colon,tissue,adult,,encode,single,False,0.1311025470495224,RNA_SEQ,,
UBERON:0009834 total RNA-seq,+,total RNA-seq,UBERON:0009834,dorsolateral prefrontal cortex,tissue,adult,,encode,single,False,0.03440511226654053,RNA_SEQ,,
UBERON:0010414 total RNA-seq,+,total RNA-seq,UBERON:0010414,omental fat pad,tissue,adult,,encode,paired,False,0.08247236907482147,RNA_SEQ,,
UBERON:0011907 total RNA-seq,+,total RNA-seq,UBERON:0011907,gastrocnemius medialis,tissue,adult,,encode,paired,False,0.14263799786567688,RNA_SEQ,,
UBERON:0015143 total RNA-seq,+,total RNA-seq,UBERON:0015143,mesenteric fat pad,tissue,adult,,encode,single,False,0.17646285891532898,RNA_SEQ,,
UBERON:0036149 total RNA-seq,+,total RNA-seq,UBERON:0036149,suprapubic skin,tissue,adult,,encode,paired,False,0.10089779645204544,RNA_SEQ,,
UBERON:1000010 polyA plus RNA-seq,+,polyA plus RNA-seq,UBERON:1000010,mole,tissue,unknown,,encode,paired,False,0.14376847445964813,RNA_SEQ,,
CL:0000047 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000047,neuronal stem cell,in_vitro_differentiated_cells,embryonic,,encode,paired,False,0.14361684024333954,RNA_SEQ,,
CL:0000062 total RNA-seq,-,total RNA-seq,CL:0000062,osteoblast,primary_cell,adult,,encode,paired,False,0.09414368867874146,RNA_SEQ,,
CL:0000084 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000084,T-cell,primary_cell,adult,,encode,paired,False,0.1242961511015892,RNA_SEQ,,
CL:0000084 total RNA-seq,-,total RNA-seq,CL:0000084,T-cell,primary_cell,adult,,encode,single,False,0.1009339839220047,RNA_SEQ,,
CL:0000115 total RNA-seq,-,total RNA-seq,CL:0000115,endothelial cell,in_vitro_differentiated_cells,adult,,encode,single,False,0.13555292785167694,RNA_SEQ,,
CL:0000127 total RNA-seq,-,total RNA-seq,CL:0000127,astrocyte,primary_cell,unknown,,encode,paired,False,0.8591042757034302,RNA_SEQ,,
CL:0000134 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000134,mesenchymal stem cell,in_vitro_differentiated_cells,embryonic,,encode,paired,False,0.24195873737335205,RNA_SEQ,,
CL:0000137 total RNA-seq,-,total RNA-seq,CL:0000137,osteocyte,in_vitro_differentiated_cells,embryonic,,encode,single,False,0.15089336037635803,RNA_SEQ,,
CL:0000138 total RNA-seq,-,total RNA-seq,CL:0000138,chondrocyte,in_vitro_differentiated_cells,embryonic,,encode,single,False,0.14311158657073975,RNA_SEQ,,
CL:0000169 total RNA-seq,-,total RNA-seq,CL:0000169,type B pancreatic cell,in_vitro_differentiated_cells,embryonic,,encode,single,False,0.1288493126630783,RNA_SEQ,,
CL:0000182 total RNA-seq,-,total RNA-seq,CL:0000182,hepatocyte,in_vitro_differentiated_cells,embryonic,,encode,paired,False,0.11700818687677383,RNA_SEQ,,
CL:0000187 total RNA-seq,-,total RNA-seq,CL:0000187,myocyte,in_vitro_differentiated_cells,adult,,encode,paired,False,0.16801898181438446,RNA_SEQ,,
CL:0000192 total RNA-seq,-,total RNA-seq,CL:0000192,smooth muscle cell,in_vitro_differentiated_cells,embryonic,,encode,paired,False,0.17651152610778809,RNA_SEQ,,
CL:0000221 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000221,ectodermal cell,in_vitro_differentiated_cells,embryonic,,encode,paired,False,0.12823955714702606,RNA_SEQ,,
CL:0000222 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000222,mesodermal cell,in_vitro_differentiated_cells,embryonic,,encode,paired,False,0.2540099322795868,RNA_SEQ,,
CL:0000223 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000223,endodermal cell,in_vitro_differentiated_cells,embryonic,,encode,paired,False,0.18341697752475739,RNA_SEQ,,
CL:0000223 total RNA-seq,-,total RNA-seq,CL:0000223,endodermal cell,in_vitro_differentiated_cells,embryonic,,encode,single,False,0.0849326029419899,RNA_SEQ,,
CL:0000236 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000236,B cell,primary_cell,adult,,encode,paired,False,0.1000189334154129,RNA_SEQ,,
CL:0000236 total RNA-seq,-,total RNA-seq,CL:0000236,B cell,primary_cell,adult,,encode,single,False,0.12873651087284088,RNA_SEQ,,
CL:0000307 total RNA-seq,-,total RNA-seq,CL:0000307,tracheal epithelial cell,primary_cell,adult,,encode,paired,False,0.24377675354480743,RNA_SEQ,,
CL:0000312 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000312,keratinocyte,primary_cell,unknown,,encode,paired,False,0.15834681689739227,RNA_SEQ,,
CL:0000346 total RNA-seq,-,total RNA-seq,CL:0000346,hair follicle dermal papilla cell,primary_cell,adult,,encode,paired,False,0.10018045455217361,RNA_SEQ,,
CL:0000351 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000351,trophoblast cell,in_vitro_differentiated_cells,embryonic,,encode,paired,False,0.15624946355819702,RNA_SEQ,,
CL:0000515 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000515,skeletal muscle myoblast,primary_cell,unknown,,encode,paired,False,0.23633140325546265,RNA_SEQ,,
CL:0000515 total RNA-seq,-,total RNA-seq,CL:0000515,skeletal muscle myoblast,primary_cell,unknown,,encode,paired,False,0.21440713107585907,RNA_SEQ,,
CL:0000594 total RNA-seq,-,total RNA-seq,CL:0000594,skeletal muscle satellite cell,primary_cell,adult,,encode,paired,False,0.15152136981487274,RNA_SEQ,,
CL:0000623 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000623,natural killer cell,primary_cell,adult,,encode,paired,False,0.09810050576925278,RNA_SEQ,,
CL:0000623 total RNA-seq,-,total RNA-seq,CL:0000623,natural killer cell,primary_cell,adult,,encode,single,False,0.09643229097127914,RNA_SEQ,,
CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,"CD4-positive, alpha-beta T cell",primary_cell,adult,,encode,single,False,0.16961726546287537,RNA_SEQ,,
CL:0000625 total RNA-seq,-,total RNA-seq,CL:0000625,"CD8-positive, alpha-beta T cell",primary_cell,adult,,encode,single,False,0.1872248351573944,RNA_SEQ,,
CL:0000650 total RNA-seq,-,total RNA-seq,CL:0000650,mesangial cell,primary_cell,"unknown,embryonic",,encode,paired,False,0.22799433767795563,RNA_SEQ,,
CL:0000679 total RNA-seq,-,total RNA-seq,CL:0000679,glutamatergic neuron,in_vitro_differentiated_cells,adult,,encode,single,False,0.12083250284194946,RNA_SEQ,,
CL:0000746 total RNA-seq,-,total RNA-seq,CL:0000746,cardiac muscle cell,in_vitro_differentiated_cells,embryonic,,encode,paired,False,0.12043581157922745,RNA_SEQ,,
CL:0000792 total RNA-seq,-,total RNA-seq,CL:0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",primary_cell,adult,,encode,single,False,0.2166270911693573,RNA_SEQ,,
CL:0000837 total RNA-seq,-,total RNA-seq,CL:0000837,hematopoietic multipotent progenitor cell,in_vitro_differentiated_cells,unknown,,encode,paired,False,0.08746447414159775,RNA_SEQ,,
